applicant_age,education,home_ownership,annual_income,employment_years,credit_history_years,credit_score,previous_defaults,loan_purpose,loan_amount,loan_term_months,monthly_debt,debt_to_income,interest_rate,defaulted
64,Graduate,Own,37186.0,17.7,10.8,741.0,0,Medical,17198.0,60,1088.0,0.351,9.2,0
26,Not Graduate,Own,48147.0,7.9,1.9,655.0,0,Debt Consolidation,10210.0,60,620.0,0.155,11.76,0
37,Graduate,Mortgage,98438.0,5.0,10.0,698.0,1,Debt Consolidation,58212.0,60,317.0,0.039,11.67,0
58,Not Graduate,Own,29760.0,4.5,20.7,531.0,2,Education,12422.0,48,977.0,0.394,20.61,0
51,Not Graduate,Rent,34564.0,5.6,14.2,660.0,1,Education,23992.0,36,819.0,0.284,13.94,1
30,Graduate,Own,76710.0,2.1,7.2,656.0,1,Business,23646.0,36,1167.0,0.183,11.49,1
40,Not Graduate,Rent,43444.0,7.0,13.2,647.0,0,Debt Consolidation,11815.0,60,666.0,0.184,11.88,0
38,Not Graduate,Mortgage,22987.0,5.6,11.1,658.0,0,Home Improvement,54145.0,60,393.0,0.205,11.92,1
41,Not Graduate,Rent,40435.0,6.4,11.8,620.0,1,Debt Consolidation,20595.0,72,703.0,0.209,14.76,1
30,Graduate,Mortgage,124979.0,5.9,6.3,783.0,0,Home Improvement,80731.0,72,1065.0,0.102,8.44,0
37,Graduate,Own,144105.0,2.3,5.5,787.0,0,Education,61266.0,60,3171.0,0.264,7.18,0
21,Not Graduate,Own,35062.0,8.0,1.0,669.0,0,Business,38115.0,24,579.0,0.198,9.82,0
39,Not Graduate,Rent,30963.0,3.9,7.0,,1,Education,8934.0,72,530.0,0.205,15.95,0
43,Not Graduate,Mortgage,38004.0,9.5,15.0,659.0,0,Home Improvement,23456.0,24,899.0,0.284,11.42,1
35,Not Graduate,,105072.0,8.4,6.8,729.0,0,Education,99434.0,36,1817.0,0.208,7.33,0
21,Not Graduate,Own,68220.0,13.4,1.0,549.0,2,Education,35793.0,60,911.0,0.16,18.55,1
49,Graduate,Rent,110066.0,5.6,6.0,747.0,0,Business,34825.0,36,3292.0,0.359,10.97,0
42,Not Graduate,Rent,73200.0,9.0,9.4,706.0,0,Business,27277.0,36,652.0,0.107,9.12,0
30,Graduate,Rent,31454.0,14.2,2.8,712.0,0,Education,46072.0,48,112.0,0.043,10.19,1
35,Graduate,Mortgage,37161.0,3.7,10.5,618.0,0,Business,46791.0,60,371.0,0.12,13.46,0
21,Not Graduate,Rent,34142.0,10.2,1.0,507.0,1,Business,44634.0,36,948.0,0.333,22.02,1
27,Not Graduate,Mortgage,36926.0,7.8,4.0,665.0,1,Debt Consolidation,52831.0,36,1413.0,0.459,15.02,1
32,Graduate,Mortgage,41972.0,3.0,6.8,618.0,0,Home Improvement,51293.0,36,1111.0,0.318,13.74,1
52,Post Graduate,Mortgage,56612.0,5.2,7.4,653.0,1,Debt Consolidation,35971.0,36,2239.0,0.475,15.12,0
31,Not Graduate,Mortgage,62303.0,19.2,7.5,685.0,1,Vehicle,11816.0,24,1446.0,0.279,13.22,0
45,Not Graduate,Own,49645.0,9.9,17.7,678.0,0,Home Improvement,16477.0,60,577.0,0.139,10.38,0
32,Post Graduate,Own,126217.0,7.4,6.8,765.0,0,Debt Consolidation,20148.0,36,3035.0,0.289,7.81,0
41,Graduate,Rent,63788.0,3.7,7.6,672.0,0,Home Improvement,27709.0,36,2122.0,0.399,12.68,0
36,Not Graduate,Mortgage,34449.0,1.2,10.3,517.0,2,Business,87078.0,60,19.0,0.007,18.54,1
48,Graduate,Mortgage,61995.0,2.4,17.6,670.0,0,Vehicle,87460.0,24,1302.0,0.252,9.46,0
32,Graduate,Own,28851.0,5.7,9.2,644.0,0,Vehicle,35081.0,48,298.0,0.124,10.34,1
21,Graduate,Mortgage,20124.0,5.7,1.0,618.0,0,Medical,31387.0,36,240.0,0.143,14.6,0
23,Graduate,Mortgage,76073.0,11.4,2.3,757.0,0,Education,12318.0,36,1862.0,0.294,8.32,0
32,Not Graduate,Own,73850.0,3.2,9.0,609.0,1,Vehicle,22415.0,60,2290.0,0.372,16.89,0
24,Graduate,Mortgage,58833.0,3.0,1.5,619.0,0,Home Improvement,20864.0,72,908.0,0.185,12.19,0
43,Not Graduate,Own,39162.0,7.8,14.7,661.0,0,Medical,16340.0,60,242.0,0.074,11.91,0
33,Graduate,Rent,31137.0,4.5,4.5,654.0,0,Debt Consolidation,38904.0,60,486.0,0.187,12.19,0
64,Graduate,Rent,96290.0,4.5,14.5,669.0,0,Vehicle,22070.0,12,1261.0,0.157,13.26,0
21,Post Graduate,Own,90989.0,10.7,1.0,702.0,1,Home Improvement,9973.0,36,684.0,0.09,12.83,0
40,Not Graduate,Mortgage,53241.0,2.9,4.2,588.0,1,Business,60690.0,60,1423.0,0.321,17.33,1
26,Post Graduate,Rent,72743.0,9.9,1.5,718.0,0,Vehicle,54826.0,60,1613.0,0.266,9.25,0
33,Not Graduate,Mortgage,37807.0,7.3,7.8,673.0,0,Home Improvement,33142.0,36,755.0,0.24,10.05,0
40,Graduate,Own,34511.0,4.2,15.8,642.0,0,Vehicle,25783.0,36,420.0,0.146,11.81,1
21,Not Graduate,Mortgage,52327.0,5.6,1.0,614.0,0,Debt Consolidation,17246.0,48,1904.0,0.437,14.41,0
41,Not Graduate,Rent,36652.0,3.4,4.1,611.0,0,Education,17845.0,60,1347.0,0.441,14.07,0
59,Graduate,Own,47062.0,5.1,8.9,608.0,0,Home Improvement,50972.0,48,1745.0,0.445,15.42,1
33,Post Graduate,Rent,157927.0,13.8,2.4,834.0,0,Debt Consolidation,18740.0,36,1125.0,0.085,5.5,0
41,Not Graduate,Rent,45703.0,3.7,16.3,676.0,0,Home Improvement,85559.0,12,322.0,0.085,10.46,1
49,Not Graduate,Rent,15486.0,1.7,14.0,569.0,0,Home Improvement,47681.0,60,599.0,0.464,17.78,1
36,Not Graduate,Rent,36702.0,5.7,10.0,565.0,1,Debt Consolidation,34092.0,36,679.0,0.222,16.95,1
32,Not Graduate,Rent,29759.0,12.4,5.4,619.0,1,Home Improvement,125870.0,60,564.0,0.227,13.48,1
21,Graduate,Own,,6.5,1.0,,0,Debt Consolidation,57048.0,60,1538.0,0.345,11.42,0
45,Post Graduate,Own,38402.0,4.9,12.2,614.0,0,Medical,18303.0,72,1564.0,0.489,14.88,0
37,Graduate,Rent,69226.0,4.7,13.3,799.0,0,Medical,13208.0,36,1868.0,0.324,7.05,0
27,Graduate,Mortgage,49850.0,10.0,4.2,638.0,0,Education,22400.0,48,353.0,0.085,10.74,0
39,Graduate,Own,45979.0,7.0,14.9,619.0,0,Education,26729.0,48,416.0,0.109,13.97,0
32,Not Graduate,Mortgage,49955.0,2.7,6.0,733.0,0,Business,25160.0,24,710.0,0.171,10.76,0
32,Post Graduate,Own,70429.0,7.8,8.9,665.0,0,Business,20571.0,36,116.0,0.02,9.78,0
45,Post Graduate,Rent,68613.0,6.2,9.8,767.0,0,Medical,26398.0,36,685.0,0.12,7.78,0
23,Not Graduate,Mortgage,42221.0,9.1,1.8,632.0,0,Business,62232.0,24,100.0,0.028,12.21,1
50,Post Graduate,Mortgage,72238.0,13.8,17.2,666.0,1,Business,106068.0,36,1171.0,0.195,11.24,0
23,Not Graduate,Own,54501.0,14.7,1.5,637.0,0,Debt Consolidation,29501.0,36,93.0,0.02,11.46,0
31,Graduate,Own,62824.0,5.7,5.5,737.0,0,Home Improvement,39394.0,60,2313.0,0.442,8.2,0
59,Not Graduate,Own,77547.0,6.9,11.3,768.0,0,Medical,8378.0,60,1817.0,0.281,8.21,0
50,Graduate,Own,44533.0,13.4,22.8,701.0,0,Debt Consolidation,45353.0,60,1371.0,0.369,13.5,0
39,Graduate,Mortgage,63396.0,6.2,8.9,691.0,0,Debt Consolidation,16238.0,60,1809.0,0.342,9.63,0
28,Graduate,Own,171227.0,9.9,2.2,707.0,2,Debt Consolidation,33444.0,24,3746.0,0.263,15.93,0
32,Graduate,Rent,55914.0,3.3,7.6,653.0,0,Debt Consolidation,27620.0,48,1096.0,0.235,13.98,0
39,Post Graduate,Rent,72830.0,3.6,12.3,764.0,0,Business,33426.0,36,2250.0,0.371,8.81,1
38,Post Graduate,Rent,41288.0,15.6,3.8,680.0,0,Medical,10255.0,36,756.0,0.22,11.57,0
37,Graduate,Rent,41318.0,8.7,6.7,576.0,1,Education,18651.0,60,793.0,0.23,16.18,1
38,Not Graduate,Rent,44520.0,5.2,10.0,604.0,0,Debt Consolidation,16731.0,72,413.0,0.111,12.62,0
36,Graduate,Mortgage,72407.0,4.1,11.3,651.0,0,Home Improvement,20399.0,36,2315.0,0.384,13.06,1
22,Graduate,Rent,76277.0,4.8,1.0,639.0,1,Medical,44440.0,48,1255.0,0.197,13.27,0
32,Graduate,Rent,65961.0,2.5,4.5,685.0,0,Business,31449.0,24,470.0,0.086,10.67,0
48,Graduate,Rent,81785.0,8.3,18.2,781.0,0,Debt Consolidation,19534.0,48,2290.0,0.336,8.09,0
23,Graduate,Own,36326.0,,1.0,623.0,0,Home Improvement,40427.0,36,508.0,0.168,11.56,0
36,Graduate,Own,70970.0,7.7,12.1,648.0,0,Debt Consolidation,33847.0,36,2848.0,0.482,14.21,0
29,Graduate,Own,57297.0,11.8,6.2,605.0,1,Medical,70920.0,36,1707.0,0.358,16.92,1
39,Graduate,Mortgage,,6.0,14.3,789.0,0,Medical,40444.0,12,2016.0,0.402,9.33,0
34,Post Graduate,Mortgage,61934.0,7.3,5.7,648.0,0,Vehicle,9472.0,60,262.0,0.051,10.75,0
54,Graduate,Mortgage,37091.0,1.7,9.7,648.0,0,Debt Consolidation,44040.0,48,879.0,0.284,13.57,0
44,Graduate,Mortgage,32964.0,8.7,13.3,503.0,1,Debt Consolidation,41249.0,60,145.0,0.053,20.54,1
24,Not Graduate,Rent,53952.0,7.9,1.2,647.0,0,Medical,57773.0,72,757.0,0.168,11.93,1
45,Graduate,Own,71256.0,2.7,8.8,675.0,0,Business,34233.0,36,1969.0,0.332,11.86,0
29,Not Graduate,Rent,44057.0,5.2,3.9,669.0,0,Business,69781.0,60,777.0,0.212,12.09,1
32,Graduate,Mortgage,56576.0,10.9,5.7,680.0,0,Education,23271.0,36,1556.0,0.33,9.17,0
41,Not Graduate,Rent,33774.0,7.2,8.1,451.0,2,Debt Consolidation,,36,896.0,0.318,21.6,1
33,Not Graduate,Rent,58567.0,3.9,4.7,643.0,0,Home Improvement,,60,2216.0,0.454,12.86,0
48,Not Graduate,Rent,47994.0,7.9,9.5,674.0,0,Vehicle,13281.0,60,1252.0,0.313,11.3,1
29,Not Graduate,Own,39617.0,14.8,5.6,643.0,0,Home Improvement,45628.0,36,741.0,0.224,12.44,0
31,Graduate,Mortgage,84098.0,2.2,4.1,660.0,0,Business,38256.0,60,2943.0,0.42,12.99,0
31,Graduate,Rent,76135.0,8.5,6.9,683.0,1,Vehicle,13983.0,60,1439.0,0.227,11.22,1
32,Graduate,Own,28534.0,7.0,7.9,625.0,0,Home Improvement,44266.0,24,582.0,0.245,14.32,1
50,Not Graduate,Rent,47747.0,2.5,19.1,707.0,0,Debt Consolidation,6282.0,48,1141.0,0.287,10.76,0
45,Graduate,Mortgage,37004.0,7.2,19.1,683.0,0,Home Improvement,18116.0,36,1177.0,0.382,11.77,0
57,Graduate,Rent,,4.1,29.3,612.0,1,Debt Consolidation,11346.0,12,941.0,0.186,15.55,0
63,Not Graduate,Rent,,4.9,11.8,548.0,1,Business,73840.0,48,286.0,0.286,17.07,1
27,Graduate,Own,62238.0,7.9,2.7,623.0,1,Home Improvement,22282.0,72,2012.0,0.388,15.37,0
39,Graduate,Own,78464.0,7.8,13.0,801.0,0,Debt Consolidation,29537.0,60,1262.0,0.193,5.5,0
25,Not Graduate,Mortgage,44431.0,7.7,3.4,558.0,1,Debt Consolidation,33434.0,24,111.0,0.03,13.7,0
29,Graduate,Own,33721.0,19.2,2.0,,1,Home Improvement,44122.0,36,74.0,0.026,14.13,1
31,Not Graduate,Mortgage,112636.0,5.4,8.8,791.0,0,Debt Consolidation,41458.0,36,2670.0,0.284,9.33,1
26,Post Graduate,Rent,122644.0,2.9,4.4,799.0,0,Education,43945.0,12,1896.0,0.186,6.04,0
26,Post Graduate,Rent,57405.0,8.6,4.5,657.0,0,Debt Consolidation,24440.0,24,1336.0,0.279,10.39,0
36,Graduate,Mortgage,50642.0,7.0,5.0,665.0,0,Home Improvement,45216.0,60,1718.0,0.407,13.08,0
25,Graduate,Rent,23354.0,4.3,2.5,598.0,1,Vehicle,19723.0,48,701.0,0.36,15.84,1
47,Not Graduate,Mortgage,57790.0,4.1,12.5,711.0,0,Debt Consolidation,22672.0,48,568.0,0.118,9.89,0
28,Not Graduate,Rent,25220.0,12.2,3.3,624.0,1,Medical,9960.0,60,666.0,0.317,15.97,1
68,Not Graduate,Own,63033.0,1.3,15.6,744.0,0,Debt Consolidation,71112.0,24,438.0,0.083,7.52,0
33,Graduate,Rent,90371.0,6.9,3.5,740.0,0,Business,22106.0,72,2637.0,0.35,10.01,0
39,Graduate,Own,55181.0,4.0,14.0,696.0,0,Business,82955.0,72,1099.0,0.239,10.5,1
24,Graduate,Mortgage,35277.0,,2.1,619.0,0,Debt Consolidation,38007.0,12,812.0,0.276,11.25,1
57,Graduate,,99913.0,3.6,20.9,607.0,2,Debt Consolidation,31559.0,12,3266.0,0.392,17.44,1
50,Graduate,Rent,57010.0,7.6,10.4,687.0,0,Home Improvement,34608.0,60,1791.0,0.377,10.63,1
41,Post Graduate,Rent,76025.0,10.5,16.3,721.0,1,Medical,12909.0,48,2288.0,0.361,10.41,0
23,Graduate,Rent,37452.0,4.3,2.3,647.0,0,Vehicle,68395.0,72,815.0,0.261,11.43,0
40,Not Graduate,Rent,50941.0,4.8,12.2,691.0,0,Vehicle,23181.0,36,2053.0,0.484,12.67,0
26,Post Graduate,Mortgage,66539.0,7.4,2.3,644.0,0,Business,66649.0,60,1274.0,0.23,12.32,0
54,Graduate,Rent,31325.0,9.0,11.2,720.0,0,Debt Consolidation,20977.0,48,686.0,0.263,7.77,0
47,Not Graduate,Own,85353.0,17.2,15.1,740.0,0,Debt Consolidation,12871.0,48,2444.0,0.344,8.3,0
39,Not Graduate,Own,103069.0,4.8,13.5,739.0,0,Education,84194.0,24,3613.0,0.421,9.95,0
21,Graduate,Rent,90056.0,4.7,1.0,758.0,0,Medical,16641.0,48,2904.0,0.387,9.1,0
27,Graduate,Rent,84202.0,3.0,1.6,729.0,0,Debt Consolidation,36462.0,36,1099.0,0.157,8.62,0
46,Not Graduate,Mortgage,103347.0,1.0,10.2,695.0,0,Debt Consolidation,5349.0,36,1245.0,0.145,10.93,0
51,Not Graduate,Own,29149.0,10.6,13.3,560.0,1,Business,36721.0,60,447.0,0.184,17.23,1
50,Not Graduate,Mortgage,28992.0,5.5,12.5,650.0,0,Vehicle,39428.0,24,1281.0,0.53,12.97,1
21,Post Graduate,Rent,60499.0,3.0,1.0,565.0,1,Business,41295.0,36,2200.0,0.436,17.16,1
41,Graduate,Own,65123.0,9.7,11.1,652.0,0,Home Improvement,26798.0,24,939.0,0.173,11.52,0
49,Not Graduate,Mortgage,40940.0,10.1,21.8,680.0,0,Business,33997.0,48,176.0,0.052,7.87,0
21,Not Graduate,Mortgage,29512.0,8.6,1.0,453.0,1,Business,61631.0,36,907.0,0.369,21.81,1
38,Not Graduate,Mortgage,46821.0,,7.8,704.0,0,Business,18743.0,72,754.0,0.193,8.64,0
41,Not Graduate,Rent,44760.0,7.1,11.1,715.0,0,Home Improvement,24830.0,60,832.0,0.223,11.12,0
35,Not Graduate,Mortgage,68196.0,3.3,10.5,754.0,0,Home Improvement,62260.0,60,2132.0,0.375,7.3,0
21,Post Graduate,Mortgage,74377.0,8.8,1.0,711.0,0,Business,16892.0,24,630.0,0.102,9.73,0
34,Graduate,Mortgage,24172.0,4.2,10.2,624.0,0,Debt Consolidation,26674.0,48,891.0,0.442,11.88,1
34,Not Graduate,Mortgage,55548.0,11.3,7.2,740.0,0,Debt Consolidation,15416.0,60,2028.0,0.438,9.28,0
36,Graduate,Mortgage,116053.0,8.0,5.4,727.0,0,Debt Consolidation,33374.0,72,1150.0,0.119,9.28,1
32,Not Graduate,Own,47314.0,2.6,7.7,604.0,0,Debt Consolidation,28801.0,48,1161.0,0.294,15.04,0
33,Not Graduate,Mortgage,72815.0,10.6,10.3,718.0,0,Debt Consolidation,16828.0,72,2243.0,0.37,11.37,0
38,Not Graduate,Mortgage,37207.0,10.1,6.5,686.0,0,Home Improvement,28662.0,24,813.0,0.262,11.76,0
43,Graduate,Mortgage,73467.0,9.4,7.1,679.0,0,Medical,24046.0,12,2805.0,0.458,13.1,0
35,Not Graduate,Mortgage,33406.0,9.7,2.9,610.0,0,Home Improvement,20230.0,36,315.0,0.113,13.89,0
33,Graduate,Rent,50974.0,6.0,7.9,586.0,1,Home Improvement,22491.0,36,2128.0,0.501,16.87,1
39,Graduate,Rent,51155.0,7.0,10.0,702.0,0,Vehicle,19803.0,72,1409.0,0.331,10.36,0
21,Graduate,Rent,70581.0,5.3,1.0,603.0,1,Vehicle,8069.0,12,505.0,0.086,15.56,0
43,Post Graduate,Mortgage,50312.0,1.7,7.1,770.0,0,Debt Consolidation,47089.0,36,1299.0,0.31,9.49,0
38,Graduate,Mortgage,29460.0,7.9,10.9,657.0,0,Debt Consolidation,54566.0,36,807.0,0.329,12.16,1
38,Post Graduate,Mortgage,90076.0,2.1,8.3,744.0,0,Debt Consolidation,10801.0,60,424.0,0.056,7.33,0
49,Graduate,Mortgage,69192.0,3.0,9.5,632.0,0,Vehicle,54963.0,12,2226.0,0.386,12.86,1
21,Not Graduate,Own,49127.0,4.1,1.0,675.0,0,Debt Consolidation,35271.0,60,257.0,0.063,9.45,0
21,Not Graduate,Rent,71065.0,6.2,1.0,593.0,1,Business,20825.0,72,978.0,0.165,16.06,1
41,Not Graduate,Own,42632.0,15.3,4.0,685.0,0,Education,25208.0,36,1181.0,0.332,12.61,0
38,Not Graduate,Mortgage,53006.0,4.0,6.2,739.0,0,Home Improvement,19186.0,24,1707.0,0.386,10.27,0
40,Not Graduate,Own,39898.0,16.0,7.3,677.0,0,Education,46996.0,12,921.0,0.277,11.34,0
33,Post Graduate,Mortgage,64892.0,10.0,3.2,639.0,0,Medical,14001.0,36,1880.0,0.348,15.15,1
45,Not Graduate,Mortgage,54429.0,7.4,6.3,632.0,0,Education,90908.0,24,1345.0,0.297,13.04,1
48,Graduate,Rent,157941.0,3.7,8.0,808.0,0,Medical,43860.0,36,3818.0,0.29,8.38,0
43,Graduate,Mortgage,79541.0,6.3,14.8,734.0,0,Debt Consolidation,14419.0,36,1463.0,0.221,7.91,0
35,Not Graduate,Own,59780.0,6.6,10.4,698.0,0,Medical,57107.0,24,1497.0,0.301,11.0,0
21,Not Graduate,Own,66144.0,8.8,1.0,632.0,0,Education,42252.0,60,1208.0,0.219,11.59,1
46,Not Graduate,Rent,16237.0,3.9,15.6,731.0,0,Debt Consolidation,26034.0,48,451.0,0.333,8.76,0
51,Not Graduate,Rent,53916.0,10.1,10.2,688.0,1,Vehicle,41013.0,48,1397.0,0.311,12.08,1
45,Graduate,Rent,85795.0,5.8,18.6,751.0,0,Vehicle,47031.0,48,2841.0,0.397,9.47,0
28,Not Graduate,Own,48511.0,7.9,2.8,602.0,0,Medical,15283.0,60,1317.0,0.326,13.75,0
45,Not Graduate,Rent,45804.0,5.6,6.6,732.0,0,Vehicle,44767.0,48,643.0,0.168,6.64,0
47,Not Graduate,Own,30595.0,12.1,12.4,729.0,0,Business,30095.0,24,536.0,0.21,8.76,0
55,Not Graduate,Own,38427.0,3.1,9.8,660.0,0,Debt Consolidation,44260.0,36,400.0,0.125,10.54,0
28,Post Graduate,Own,50101.0,7.1,2.5,643.0,1,Debt Consolidation,26238.0,48,826.0,0.198,12.06,0
36,Not Graduate,Mortgage,73228.0,2.5,6.4,596.0,1,Medical,13327.0,24,885.0,0.145,15.86,0
46,Post Graduate,Own,143288.0,8.3,15.7,777.0,0,Medical,32800.0,72,2171.0,0.182,8.15,0
39,Graduate,Rent,136050.0,3.0,4.8,770.0,0,Vehicle,22965.0,36,4661.0,0.411,9.48,0
26,Not Graduate,Mortgage,31858.0,5.1,2.2,570.0,0,Medical,25249.0,60,537.0,0.202,16.63,0
43,Not Graduate,Mortgage,34571.0,4.8,16.8,628.0,0,Home Improvement,35414.0,72,569.0,0.198,11.47,1
44,Graduate,Mortgage,40645.0,18.2,8.5,727.0,0,Debt Consolidation,63456.0,36,614.0,0.181,7.95,0
39,Graduate,Mortgage,36014.0,3.8,5.5,655.0,0,Debt Consolidation,22255.0,36,948.0,0.316,12.32,1
40,Not Graduate,Rent,29746.0,10.2,10.4,467.0,2,Business,23948.0,36,234.0,0.094,21.3,1
35,Graduate,Mortgage,45163.0,1.0,3.0,623.0,0,Home Improvement,69926.0,60,87.0,0.023,12.16,1
54,Post Graduate,Rent,,6.2,23.6,658.0,1,Debt Consolidation,28332.0,60,3811.0,0.423,15.51,1
28,Graduate,Own,41232.0,12.4,2.6,651.0,0,Vehicle,20956.0,60,909.0,0.265,11.96,0
32,Graduate,Rent,91481.0,1.8,3.2,604.0,1,Home Improvement,34519.0,12,3019.0,0.396,17.48,0
38,Not Graduate,Mortgage,86414.0,9.9,12.6,786.0,0,Business,31606.0,60,2627.0,0.365,7.17,0
48,Graduate,Rent,64750.0,5.6,20.1,716.0,0,Vehicle,24410.0,48,487.0,0.09,8.53,0
22,Graduate,Rent,99023.0,1.3,1.3,694.0,0,Education,116485.0,36,2616.0,0.317,9.77,0
24,Not Graduate,Rent,25311.0,10.7,1.3,482.0,2,Home Improvement,16426.0,60,53.0,0.025,16.8,1
21,Not Graduate,Mortgage,36329.0,8.5,1.0,504.0,1,Business,17312.0,60,149.0,0.049,16.18,0
38,Graduate,Rent,62022.0,3.5,14.4,622.0,1,Business,74918.0,48,116.0,0.022,14.83,0
26,Not Graduate,Own,51638.0,8.8,2.9,694.0,0,Debt Consolidation,22958.0,24,1794.0,0.417,12.71,0
34,Not Graduate,Rent,88850.0,1.9,11.0,727.0,0,Education,33708.0,36,2237.0,0.302,8.36,0
45,Not Graduate,Mortgage,29794.0,4.2,15.3,620.0,1,Home Improvement,40176.0,24,1126.0,0.454,17.09,1
31,Graduate,Rent,44729.0,6.1,7.9,700.0,0,Vehicle,10803.0,36,1043.0,0.28,7.93,1
41,Graduate,Mortgage,54817.0,5.9,6.4,697.0,1,Vehicle,52962.0,60,561.0,0.123,10.58,1
35,Post Graduate,Rent,57727.0,7.8,11.6,580.0,1,Debt Consolidation,20770.0,36,1574.0,0.327,16.32,0
45,Not Graduate,Rent,29213.0,17.9,18.2,723.0,0,Vehicle,80368.0,36,0.0,0.0,9.55,0
43,Graduate,Rent,45961.0,2.9,15.7,694.0,0,Debt Consolidation,18253.0,36,352.0,0.092,11.86,0
30,Not Graduate,Rent,41817.0,6.8,7.8,582.0,1,Debt Consolidation,66913.0,12,751.0,0.216,15.7,1
36,Graduate,Own,109250.0,6.9,11.0,732.0,0,Home Improvement,,36,906.0,0.1,8.5,0
49,Not Graduate,Rent,29509.0,11.3,15.9,707.0,0,Vehicle,21607.0,24,658.0,0.268,11.44,0
42,Not Graduate,Mortgage,67399.0,5.9,13.1,726.0,0,Vehicle,25472.0,48,1752.0,0.312,12.32,1
23,Post Graduate,Own,129226.0,1.6,2.1,700.0,0,Medical,19513.0,24,3401.0,0.316,12.09,1
45,Post Graduate,Rent,57884.0,6.4,16.5,632.0,0,Debt Consolidation,65238.0,36,2183.0,0.453,12.51,1
26,Graduate,Own,64020.0,1.4,3.4,,2,Debt Consolidation,31216.0,36,1260.0,0.236,21.87,1
54,Not Graduate,Rent,60519.0,10.7,19.1,703.0,0,Debt Consolidation,37911.0,36,1449.0,0.287,9.82,1
49,Graduate,Rent,68525.0,6.1,21.6,686.0,1,Education,26136.0,36,1457.0,0.255,14.31,0
41,Not Graduate,Rent,48461.0,7.6,3.9,629.0,0,Education,36668.0,72,362.0,0.09,12.83,0
40,Not Graduate,Rent,34409.0,3.2,12.8,651.0,0,Debt Consolidation,38004.0,12,1062.0,0.37,11.64,0
36,Graduate,Rent,76734.0,3.3,8.7,630.0,0,Business,27498.0,60,1874.0,0.293,14.33,1
45,Graduate,Mortgage,48122.0,8.5,17.9,640.0,0,Education,74971.0,72,1675.0,0.418,13.97,0
34,Graduate,Mortgage,57693.0,5.1,4.4,640.0,0,Home Improvement,25285.0,72,761.0,0.158,12.53,0
41,Graduate,Mortgage,61643.0,3.8,10.8,679.0,0,Business,67279.0,60,2459.0,0.479,12.36,1
48,Graduate,Rent,83717.0,12.4,7.3,701.0,0,Business,19075.0,60,1905.0,0.273,9.95,1
32,Post Graduate,Mortgage,173587.0,,7.2,833.0,0,Home Improvement,41200.0,36,1153.0,0.08,5.62,0
31,Not Graduate,Rent,,4.2,7.4,576.0,0,Home Improvement,50801.0,24,876.0,0.314,17.53,0
25,Not Graduate,Rent,47820.0,6.8,2.9,581.0,1,Debt Consolidation,32736.0,48,1031.0,0.259,18.56,1
26,Not Graduate,Mortgage,23946.0,4.7,3.2,618.0,0,Debt Consolidation,51110.0,48,350.0,0.175,12.74,1
21,Not Graduate,Rent,90962.0,8.0,1.0,582.0,1,Vehicle,19168.0,60,966.0,0.127,13.45,1
46,Graduate,Rent,58089.0,3.1,15.3,704.0,0,Home Improvement,36676.0,24,1162.0,0.24,9.66,0
58,Post Graduate,Mortgage,63704.0,10.8,28.7,668.0,0,Debt Consolidation,12254.0,36,226.0,0.043,10.69,0
54,Not Graduate,Own,47813.0,4.7,21.8,674.0,0,Education,30691.0,48,747.0,0.187,11.36,1
21,Not Graduate,Own,48913.0,2.5,1.0,678.0,0,Education,18286.0,48,1300.0,0.319,12.55,0
46,Post Graduate,Rent,52446.0,2.7,13.1,587.0,0,Debt Consolidation,27233.0,36,1087.0,0.249,15.2,1
54,Not Graduate,Rent,79709.0,5.4,22.1,773.0,0,Debt Consolidation,60390.0,24,1325.0,0.199,8.46,0
33,Not Graduate,Mortgage,62423.0,3.9,6.5,631.0,0,Vehicle,73557.0,60,2210.0,0.425,13.04,0
39,Post Graduate,Rent,103750.0,2.1,10.6,639.0,1,Education,13970.0,60,700.0,0.081,12.96,0
21,Graduate,Rent,41940.0,2.2,1.0,623.0,1,Debt Consolidation,56101.0,24,1165.0,0.333,14.17,1
41,Not Graduate,Rent,33564.0,,15.5,647.0,0,Medical,50064.0,60,1092.0,0.39,13.29,1
26,Graduate,Mortgage,54117.0,7.0,1.4,735.0,0,Business,45646.0,24,1405.0,0.312,10.48,0
40,Graduate,Mortgage,81632.0,6.4,10.1,636.0,1,Home Improvement,59687.0,36,1093.0,0.161,15.22,1
21,Not Graduate,Own,58531.0,12.2,1.0,684.0,0,Debt Consolidation,22511.0,36,1293.0,0.265,8.33,0
44,Graduate,Mortgage,40137.0,7.6,17.4,727.0,0,Debt Consolidation,21319.0,36,751.0,0.225,9.9,0
49,Post Graduate,Rent,98455.0,4.2,10.1,757.0,0,Debt Consolidation,21370.0,36,1014.0,0.124,6.68,0
29,Graduate,Mortgage,36774.0,24.4,2.4,638.0,1,Vehicle,41884.0,36,451.0,0.147,14.56,0
25,Not Graduate,Rent,,3.4,2.8,615.0,0,Home Improvement,26809.0,60,713.0,0.247,12.26,0
21,Graduate,Rent,61143.0,2.0,1.0,593.0,0,Medical,15644.0,36,1350.0,0.265,15.08,1
35,Post Graduate,Rent,43032.0,8.7,5.2,605.0,0,Debt Consolidation,19588.0,48,668.0,0.186,12.74,0
32,Graduate,Mortgage,36916.0,15.3,9.4,747.0,0,Home Improvement,28301.0,36,386.0,0.125,7.49,0
